INSERT INTO MEMBERSHIP  VALUES (1, '5358531775858667', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5580, '9772980938255713', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5581, '7425910663900474', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5582, '1437149220124659', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5583, '4728034575698526', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5584, '0397860050551471', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5585, '9763807800143600', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5586, '1331213409468964', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5587, '8813300700414164', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5588, '3629862768238366', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5589, '8454893179787739', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5590, '4767190593600933', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5591, '6462349987175921', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5592, '7871649716433688', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5593, '6627949897896149', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5594, '4335879740006684', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5595, '3093467937690117', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5596, '8573566144347519', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5597, '9102308407473640', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5598, '8931492466307343', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5599, '5232987396669124', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5600, '6115115640021609', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5601, '3026688579857873', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5602, '5365009168716286', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5603, '6069962702581388', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5604, '8408574083675257', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5605, '7411762243182322', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5606, '9092016008591812', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5607, '6067934887055916', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5608, '8324468003214588', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5609, '5278039438353525', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5610, '6230157736881831', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5611, '7268176694249264', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5612, '8824695650765916', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5613, '4702481952987974', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5614, '6381403027172793', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5615, '8576205177970849', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5616, '7375741889190747', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5617, '5878089181071949', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5618, '7938040732940769', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5619, '7581373222869975', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5620, '3322099588388588', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5621, '0345638723649962', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5622, '9190691339233253', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5623, '3047989574439165', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5624, '4481148103830591', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5625, '6895791178412062', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5626, '5115052672749623', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5627, '2279129427483504', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5628, '4236017808697194', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5629, '4241627553141216', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5630, '5308158679582769', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5631, '3066981343995745', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5632, '5751299357228975', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5633, '9778728110423357', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5634, '0400050683958443', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5635, '2242635446134736', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5636, '2154066887367079', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5637, '4158571013279151', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5638, '3681719403651748', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5639, '5204719626957475', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5640, '9554305976059632', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5641, '7446169475599765', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5642, '0597796031692448', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5643, '6191844112680476', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5644, '6701443896871752', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5645, '0401230946430340', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5646, '6152935019709047', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5647, '8977400726842527', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5648, '8543129126135218', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5649, '2242545060251528', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5650, '0672443642061240', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5651, '4210235778205172', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5652, '3091308202616524', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5653, '5003224391650890', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5654, '0064523594773849', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5655, '3201580751761044', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5656, '1881106858215682', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5657, '6025617072918977', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5658, '1892002705617636', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5659, '6728610541016589', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5660, '0103226184111874', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5661, '7773872941516811', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5662, '0456882415152851', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5663, '5105728148813621', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5664, '2589953900845646', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5665, '8740783038988116', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5666, '2602602137627976', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5667, '7314509432729705', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5668, '6695893907063490', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5669, '6815768422257675', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5670, '0358485413420822', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5671, '7036196217283901', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5672, '0956683979756523', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5673, '4475365736257034', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5674, '0951585589352367', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5675, '9537113725052805', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5676, '6618294740285619', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5677, '3312236918286659', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5678, '1041711410682689', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5679, '0853603397323641', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5680, '1329824153794548', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5681, '4264462283134499', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5682, '0276278310019837', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5683, '9859765072078940', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5684, '5584798622004381', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5685, '2864177420729684', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5686, '8071049369300597', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5687, '7859771949421194', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5688, '4627869821794770', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5689, '1480517019936536', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5690, '2212889457413115', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5691, '1617560210453917', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5692, '0664938594245833', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5693, '1292285836737561', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5694, '0495560650857619', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5695, '7535387776918781', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5696, '7923512079281298', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5697, '6714465353722801', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5698, '3546487642709951', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5699, '2083281912562974', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5700, '1580869619531462', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5701, '9970042138326205', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5702, '6012043632600610', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5703, '3711322676927429', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5704, '5709224504974799', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5705, '8005046210592157', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5706, '9727306471821770', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5707, '2640675609229498', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5708, '4943180843197899', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5709, '8153503047191059', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5710, '7033845874876915', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5711, '6665447514803911', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5712, '8367568000813035', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5713, '2892676747394613', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5714, '9775059655134430', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5715, '0161415977229719', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5716, '2280445756790053', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5717, '6505748854119640', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5718, '5100517103948299', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5719, '1952794528382256', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5720, '5152727568191201', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5721, '3058738322425678', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5722, '6566478956122720', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5723, '2659994770861920', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5724, '2370585013715239', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5725, '6975913664807155', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5726, '9763456453803149', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5727, '1774978495096010', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5728, '4755438276106987', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5729, '6902973134626926', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5730, '7929818918658422', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5731, '7264859029172175', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5732, '3603998217349349', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5733, '0493877324751853', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5734, '9083773254695394', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5735, '9591689683684143', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5736, '8267500655193608', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5737, '6113740285526372', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5738, '7480653108647519', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5739, '0790763959838778', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5740, '8000117087463499', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5741, '8074158693118067', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5742, '0304125293471113', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5743, '8028614603179856', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5744, '7593325239856385', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5745, '9664796442632378', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5746, '3797248925006963', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5747, '8018729685014102', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5748, '8279479214046854', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5749, '9444942228410316', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5750, '5590077008157465', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5751, '3938077579064155', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5752, '6132347197912175', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5753, '9782444820221089', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5754, '8541539206020049', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5755, '3704888260290235', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5756, '0561191657363254', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5757, '7678114696874091', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5758, '1118138697826695', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5759, '7398195446926594', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5760, '4378991049349814', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5761, '9738739692212563', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5762, '7701693962058623', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5763, '4950787743161343', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5764, '5350549393679945', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5765, '4296288054080338', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5766, '8558217993575646', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5767, '7161462406922366', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5768, '8445745418730952', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5769, '7901336560026048', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5770, '4404074990720652', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5771, '3095697811619521', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5772, '6111446999379078', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5773, '7911124853825357', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5774, '1276031617247667', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5775, '7768815481077856', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5776, '8330821396035414', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5777, '3936295605048811', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5778, '2063261834341744', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5779, '9690005663253519', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5780, '0958606410578072', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5781, '6587419765025749', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5782, '8865961888069169', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5783, '1105675604314653', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5784, '7564820380977624', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5785, '0154380247161982', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5786, '7741908971195654', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5787, '6070126406665080', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5788, '8624288585272838', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5789, '3415101508505825', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5790, '4085286682918431', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5791, '2866051287640618', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5792, '7936191954926300', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5793, '7298696919959051', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5794, '8873204265927672', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5795, '7043634813558614', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5796, '9065453535345728', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5797, '3755106049410328', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5798, '6340383312566422', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5799, '1202281390690822', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5800, '3031643160775803', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5801, '3185633602008841', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5802, '8946067693012601', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5803, '8862303717223518', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5804, '8600072157984234', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5805, '0292649364873590', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5806, '1669335842742389', 'SHINHAN', 10000, sysdate, 1, '1201'); 
INSERT INTO MEMBERSHIP  VALUES (5807, '7377536812731716', 'SHINHAN', 10000, sysdate, 1, '1201'); 
